Name;New_Measure_24-04-2023;
Description;;
Measure-Intervall;00:00:00.0040000;
;;

Time SN:540273 (S30X):P1;SN:540273 (S30X):P1 bar;Time SN:540273 (S30X):TOB1;SN:540273 (S30X):TOB1 °C;
24.04.2023 22:35:48.087;0,3250986;24.04.2023 22:35:48.119;13,484375;
24.04.2023 22:35:48.151;0,3255377;24.04.2023 22:35:48.183;13,484375;
24.04.2023 22:35:48.215;0,3259029;24.04.2023 22:35:48.247;13,484375;
24.04.2023 22:35:48.279;0,3262429;24.04.2023 22:35:48.311;13,484375;
24.04.2023 22:35:48.343;0,326684;24.04.2023 22:35:48.375;13,484375;
24.04.2023 22:35:48.407;0,327062;24.04.2023 22:35:48.439;13,484375;
24.04.2023 22:35:48.471;0,3274001;24.04.2023 22:35:48.503;13,484375;
24.04.2023 22:35:48.535;0,3277375;24.04.2023 22:35:48.567;13,484375;
24.04.2023 22:35:48.599;0,3282056;24.04.2023 22:35:48.631;13,484375;
24.04.2023 22:35:48.663;0,3285581;24.04.2023 22:35:48.695;13,484375;
24.04.2023 22:35:48.727;0,3289565;24.04.2023 22:35:48.759;13,484375;
24.04.2023 22:35:48.791;0,3294261;24.04.2023 22:35:48.822;13,484375;
24.04.2023 22:35:48.854;0,3298256;24.04.2023 22:35:48.886;13,484375;
24.04.2023 22:35:48.918;0,3302531;24.04.2023 22:35:48.950;13,4846191;
24.04.2023 22:35:48.983;0,3306961;24.04.2023 22:35:49.026;13,4846191;
24.04.2023 22:35:49.046;0,3311184;24.04.2023 22:35:49.078;13,4846191;
24.04.2023 22:35:49.110;0,3316063;24.04.2023 22:35:49.142;13,4846191;
24.04.2023 22:35:49.174;0,3319238;24.04.2023 22:35:49.206;13,4846191;
24.04.2023 22:35:49.238;0,3323245;24.04.2023 22:35:49.270;13,4846191;
24.04.2023 22:35:49.302;0,3327237;24.04.2023 22:35:49.334;13,4846191;
24.04.2023 22:35:49.366;0,3331495;24.04.2023 22:35:49.398;13,4846191;
24.04.2023 22:35:49.430;0,3335269;24.04.2023 22:35:49.462;13,4846191;
24.04.2023 22:35:49.494;0,3338664;24.04.2023 22:35:49.526;13,4846191;
24.04.2023 22:35:49.558;0,3341735;24.04.2023 22:35:49.590;13,4846191;
24.04.2023 22:35:49.622;0,3345189;24.04.2023 22:35:49.654;13,4846191;
24.04.2023 22:35:49.686;0,3348533;24.04.2023 22:35:49.718;13,4846191;
24.04.2023 22:35:49.749;0,3352292;24.04.2023 22:35:49.781;13,4846191;
24.04.2023 22:35:49.814;0,3355546;24.04.2023 22:35:49.845;13,4846191;
24.04.2023 22:35:49.877;0,3359117;24.04.2023 22:35:49.909;13,4846191;
24.04.2023 22:35:49.942;0,3362684;24.04.2023 22:35:49.973;13,4733887;
24.04.2023 22:35:50.006;0,3369468;24.04.2023 22:35:50.037;13,4733887;
24.04.2023 22:35:50.069;0,3373052;24.04.2023 22:35:50.101;13,4733887;
24.04.2023 22:35:50.133;0,3376969;24.04.2023 22:35:50.165;13,4733887;
24.04.2023 22:35:50.210;0,3382676;24.04.2023 22:35:50.229;13,4733887;
24.04.2023 22:35:50.261;0,3386882;24.04.2023 22:35:50.293;13,4733887;
24.04.2023 22:35:50.325;0,3390966;24.04.2023 22:35:50.357;13,4733887;
24.04.2023 22:35:50.389;0,3394661;24.04.2023 22:35:50.421;13,4733887;
24.04.2023 22:35:50.453;0,3400148;24.04.2023 22:35:50.485;13,4733887;
24.04.2023 22:35:50.517;0,3403012;24.04.2023 22:35:50.549;13,4733887;
24.04.2023 22:35:50.581;0,3406685;24.04.2023 22:35:50.627;13,4733887;
24.04.2023 22:35:50.661;0,3410408;24.04.2023 22:35:50.693;13,4733887;
24.04.2023 22:35:50.725;0,3413399;24.04.2023 22:35:50.757;13,4733887;
24.04.2023 22:35:50.789;0,3415506;24.04.2023 22:35:50.821;13,4733887;
24.04.2023 22:35:50.853;0,3417395;24.04.2023 22:35:50.885;13,4733887;
24.04.2023 22:35:50.917;0,3419009;24.04.2023 22:35:50.949;13,5197754;
24.04.2023 22:35:50.981;0,341991;24.04.2023 22:35:51.013;13,5197754;
24.04.2023 22:35:51.044;0,3422003;24.04.2023 22:35:51.076;13,5197754;
24.04.2023 22:35:51.108;0,3423802;24.04.2023 22:35:51.140;13,5197754;
24.04.2023 22:35:51.172;0,3426192;24.04.2023 22:35:51.204;13,5197754;
24.04.2023 22:35:51.236;0,3428643;24.04.2023 22:35:51.268;13,5197754;
24.04.2023 22:35:51.300;0,3431362;24.04.2023 22:35:51.332;13,5197754;
24.04.2023 22:35:51.364;0,3434802;24.04.2023 22:35:51.396;13,5197754;
24.04.2023 22:35:51.428;0,343874;24.04.2023 22:35:51.460;13,5197754;
24.04.2023 22:35:51.492;0,344506;24.04.2023 22:35:51.524;13,5197754;
24.04.2023 22:35:51.556;0,3448625;24.04.2023 22:35:51.588;13,5197754;
24.04.2023 22:35:51.620;0,3452951;24.04.2023 22:35:51.658;13,5197754;
24.04.2023 22:35:51.684;0,3459031;24.04.2023 22:35:51.716;13,5197754;
24.04.2023 22:35:51.748;0,3465709;24.04.2023 22:35:51.780;13,5197754;
24.04.2023 22:35:51.812;0,3471307;24.04.2023 22:35:51.845;13,5197754;
24.04.2023 22:35:51.876;0,3478557;24.04.2023 22:35:51.907;13,5197754;
24.04.2023 22:35:51.938;0,3482408;24.04.2023 22:35:51.970;13,5427246;
24.04.2023 22:35:51.989;0,3489158;24.04.2023 22:35:52.021;13,5427246;
24.04.2023 22:35:52.039;0,3494116;24.04.2023 22:35:52.070;13,5427246;
24.04.2023 22:35:52.089;0,3499162;24.04.2023 22:35:52.120;13,5427246;
24.04.2023 22:35:52.139;0,350421;24.04.2023 22:35:52.171;13,5427246;
24.04.2023 22:35:52.189;0,350898;24.04.2023 22:35:52.220;13,5427246;
24.04.2023 22:35:52.239;0,3513164;24.04.2023 22:35:52.270;13,5427246;
24.04.2023 22:35:52.289;0,3518138;24.04.2023 22:35:52.320;13,5427246;
24.04.2023 22:35:52.339;0,3522006;24.04.2023 22:35:52.370;13,5427246;
24.04.2023 22:35:52.389;0,3526561;24.04.2023 22:35:52.421;13,5427246;
24.04.2023 22:35:52.441;0,3531506;24.04.2023 22:35:52.472;13,5427246;
24.04.2023 22:35:52.491;0,3534152;24.04.2023 22:35:52.522;13,5427246;
24.04.2023 22:35:52.542;0,353633;24.04.2023 22:35:52.573;13,5427246;
24.04.2023 22:35:52.593;0,3538949;24.04.2023 22:35:52.624;13,5427246;
24.04.2023 22:35:52.643;0,3540727;24.04.2023 22:35:52.674;13,5427246;
24.04.2023 22:35:52.693;0,3542712;24.04.2023 22:35:52.725;13,5427246;
24.04.2023 22:35:52.745;0,3544218;24.04.2023 22:35:52.776;13,5427246;
24.04.2023 22:35:52.795;0,3545245;24.04.2023 22:35:52.826;13,5427246;
24.04.2023 22:35:52.845;0,3546517;24.04.2023 22:35:52.876;13,5427246;
24.04.2023 22:35:52.895;0,3546861;24.04.2023 22:35:52.926;13,5314941;
24.04.2023 22:35:52.958;0,3546776;24.04.2023 22:35:52.990;13,5314941;
24.04.2023 22:35:53.022;0,3546512;24.04.2023 22:35:53.054;13,5314941;
24.04.2023 22:35:53.086;0,3547054;24.04.2023 22:35:53.118;13,5314941;
24.04.2023 22:35:53.150;0,3546954;24.04.2023 22:35:53.182;13,5314941;
24.04.2023 22:35:53.214;0,3547271;24.04.2023 22:35:53.245;13,5314941;
24.04.2023 22:35:53.277;0,35478;24.04.2023 22:35:53.309;13,5314941;
24.04.2023 22:35:53.341;0,3549651;24.04.2023 22:35:53.374;13,5314941;
24.04.2023 22:35:53.406;0,3552517;24.04.2023 22:35:53.437;13,5314941;
24.04.2023 22:35:53.469;0,3556354;24.04.2023 22:35:53.501;13,5314941;
24.04.2023 22:35:53.533;0,3560488;24.04.2023 22:35:53.565;13,5314941;
24.04.2023 22:35:53.597;0,3564546;24.04.2023 22:35:53.629;13,5314941;
24.04.2023 22:35:53.661;0,357114;24.04.2023 22:35:53.693;13,5314941;
24.04.2023 22:35:53.725;0,3576541;24.04.2023 22:35:53.757;13,5314941;
24.04.2023 22:35:53.789;0,3581955;24.04.2023 22:35:53.823;13,5314941;
24.04.2023 22:35:53.854;0,3586994;24.04.2023 22:35:53.885;13,5314941;
24.04.2023 22:35:53.917;0,3591186;24.04.2023 22:35:53.949;13,5314941;
24.04.2023 22:35:53.981;0,3596694;24.04.2023 22:35:54.013;13,5314941;
24.04.2023 22:35:54.045;0,3601355;24.04.2023 22:35:54.077;13,5314941;
24.04.2023 22:35:54.109;0,3605539;24.04.2023 22:35:54.142;13,5314941;
24.04.2023 22:35:54.173;0,3610053;24.04.2023 22:35:54.205;13,5314941;
24.04.2023 22:35:54.237;0,3614776;24.04.2023 22:35:54.268;13,5314941;
24.04.2023 22:35:54.301;0,3618641;24.04.2023 22:35:54.332;13,5314941;
24.04.2023 22:35:54.364;0,3622589;24.04.2023 22:35:54.396;13,5314941;
24.04.2023 22:35:54.428;0,3626871;24.04.2023 22:35:54.460;13,5314941;
24.04.2023 22:35:54.492;0,3631047;24.04.2023 22:35:54.525;13,5314941;
24.04.2023 22:35:54.557;0,3635618;24.04.2023 22:35:54.589;13,5314941;
24.04.2023 22:35:54.620;0,3641538;24.04.2023 22:35:54.652;13,5314941;
24.04.2023 22:35:54.684;0,3647394;24.04.2023 22:35:54.716;13,5314941;
24.04.2023 22:35:54.748;0,3652136;24.04.2023 22:35:54.780;13,5314941;
24.04.2023 22:35:54.812;0,3655847;24.04.2023 22:35:54.844;13,5314941;
24.04.2023 22:35:54.876;0,3659482;24.04.2023 22:35:54.908;13,5314941;
24.04.2023 22:35:54.940;0,366331;24.04.2023 22:35:54.972;13,5197754;
24.04.2023 22:35:55.005;0,3666781;24.04.2023 22:35:55.036;13,5197754;
24.04.2023 22:35:55.068;0,3669713;24.04.2023 22:35:55.100;13,5197754;
24.04.2023 22:35:55.132;0,3672335;24.04.2023 22:35:55.164;13,5197754;
24.04.2023 22:35:55.196;0,3674584;24.04.2023 22:35:55.228;13,5197754;
24.04.2023 22:35:55.260;0,3677366;24.04.2023 22:35:55.292;13,5197754;
24.04.2023 22:35:55.324;0,3679877;24.04.2023 22:35:55.356;13,5197754;
24.04.2023 22:35:55.388;0,3682238;24.04.2023 22:35:55.421;13,5197754;
24.04.2023 22:35:55.452;0,3684768;24.04.2023 22:35:55.484;13,5197754;
24.04.2023 22:35:55.516;0,3686816;24.04.2023 22:35:55.548;13,5197754;
24.04.2023 22:35:55.579;0,3689355;24.04.2023 22:35:55.611;13,5197754;
24.04.2023 22:35:55.643;0,369211;24.04.2023 22:35:55.675;13,5197754;
24.04.2023 22:35:55.708;0,369478;24.04.2023 22:35:55.739;13,5197754;
24.04.2023 22:35:55.771;0,3696871;24.04.2023 22:35:55.803;13,5197754;
24.04.2023 22:35:55.835;0,3699074;24.04.2023 22:35:55.867;13,5197754;
24.04.2023 22:35:55.899;0,3701462;24.04.2023 22:35:55.931;13,5544434;
24.04.2023 22:35:55.963;0,37032;24.04.2023 22:35:55.995;13,5544434;
24.04.2023 22:35:56.027;0,370646;24.04.2023 22:35:56.059;13,5544434;
24.04.2023 22:35:56.091;0,3709599;24.04.2023 22:35:56.123;13,5544434;
24.04.2023 22:35:56.155;0,3714294;24.04.2023 22:35:56.187;13,5544434;
24.04.2023 22:35:56.219;0,3718919;24.04.2023 22:35:56.251;13,5544434;
24.04.2023 22:35:56.283;0,372598;24.04.2023 22:35:56.315;13,5544434;
24.04.2023 22:35:56.347;0,3733743;24.04.2023 22:35:56.379;13,5544434;
24.04.2023 22:35:56.411;0,37376;24.04.2023 22:35:56.443;13,5544434;
24.04.2023 22:35:56.475;0,3743639;24.04.2023 22:35:56.507;13,5544434;
24.04.2023 22:35:56.539;0,3751325;24.04.2023 22:35:56.570;13,5544434;
24.04.2023 22:35:56.603;0,3758679;24.04.2023 22:35:56.635;13,5544434;
24.04.2023 22:35:56.667;0,3765457;24.04.2023 22:35:56.699;13,5544434;
24.04.2023 22:35:56.730;0,377273;24.04.2023 22:35:56.762;13,5544434;
24.04.2023 22:35:56.794;0,3778168;24.04.2023 22:35:56.826;13,5544434;
24.04.2023 22:35:56.858;0,3786303;24.04.2023 22:35:56.890;13,5544434;
24.04.2023 22:35:56.922;0,3790681;24.04.2023 22:35:56.954;13,5197754;
24.04.2023 22:35:56.986;0,3795652;24.04.2023 22:35:57.018;13,5197754;
24.04.2023 22:35:57.050;0,3799994;24.04.2023 22:35:57.082;13,5197754;
24.04.2023 22:35:57.114;0,3806333;24.04.2023 22:35:57.146;13,5197754;
24.04.2023 22:35:57.178;0,3809911;24.04.2023 22:35:57.210;13,5197754;
24.04.2023 22:35:57.242;0,381389;24.04.2023 22:35:57.274;13,5197754;
24.04.2023 22:35:57.306;0,3817475;24.04.2023 22:35:57.338;13,5197754;
24.04.2023 22:35:57.370;0,3821015;24.04.2023 22:35:57.402;13,5197754;
24.04.2023 22:35:57.434;0,382444;24.04.2023 22:35:57.466;13,5197754;
24.04.2023 22:35:57.498;0,382742;24.04.2023 22:35:57.530;13,5197754;
24.04.2023 22:35:57.562;0,3830651;24.04.2023 22:35:57.594;13,5197754;
24.04.2023 22:35:57.626;0,3833863;24.04.2023 22:35:57.658;13,5197754;
24.04.2023 22:35:57.690;0,3836893;24.04.2023 22:35:57.722;13,5197754;
24.04.2023 22:35:57.754;0,3839886;24.04.2023 22:35:57.786;13,5197754;
24.04.2023 22:35:57.818;0,3843059;24.04.2023 22:35:57.850;13,5197754;
24.04.2023 22:35:57.881;0,38468;24.04.2023 22:35:57.913;13,5197754;
24.04.2023 22:35:57.945;0,3849739;24.04.2023 22:35:57.977;13,5314941;
24.04.2023 22:35:58.009;0,3853286;24.04.2023 22:35:58.041;13,5314941;
24.04.2023 22:35:58.074;0,3856157;24.04.2023 22:35:58.106;13,5314941;
24.04.2023 22:35:58.137;0,3859278;24.04.2023 22:35:58.169;13,5314941;
24.04.2023 22:35:58.201;0,3862444;24.04.2023 22:35:58.233;13,5314941;
24.04.2023 22:35:58.265;0,3864932;24.04.2023 22:35:58.297;13,5314941;
24.04.2023 22:35:58.329;0,386719;24.04.2023 22:35:58.361;13,5314941;
24.04.2023 22:35:58.393;0,3869289;24.04.2023 22:35:58.425;13,5314941;
24.04.2023 22:35:58.457;0,3871667;24.04.2023 22:35:58.489;13,5314941;
24.04.2023 22:35:58.521;0,3874229;24.04.2023 22:35:58.553;13,5314941;
24.04.2023 22:35:58.585;0,3877011;24.04.2023 22:35:58.617;13,5314941;
24.04.2023 22:35:58.649;0,3879556;24.04.2023 22:35:58.681;13,5314941;
24.04.2023 22:35:58.716;0,3882215;24.04.2023 22:35:58.746;13,5314941;
24.04.2023 22:35:58.777;0,3885241;24.04.2023 22:35:58.808;13,5314941;
24.04.2023 22:35:58.841;0,3888371;24.04.2023 22:35:58.872;13,5314941;
24.04.2023 22:35:58.904;0,3891633;24.04.2023 22:35:58.937;13,5432129;
24.04.2023 22:35:58.969;0,3894408;24.04.2023 22:35:59.001;13,5432129;
24.04.2023 22:35:59.033;0,3897532;24.04.2023 22:35:59.064;13,5432129;
24.04.2023 22:35:59.096;0,3901158;24.04.2023 22:35:59.129;13,5432129;
24.04.2023 22:35:59.160;0,3905847;24.04.2023 22:35:59.192;13,5432129;
24.04.2023 22:35:59.225;0,3910855;24.04.2023 22:35:59.257;13,5432129;
24.04.2023 22:35:59.288;0,3916108;24.04.2023 22:35:59.320;13,5432129;
24.04.2023 22:35:59.352;0,3921805;24.04.2023 22:35:59.384;13,5432129;
24.04.2023 22:35:59.423;0,3927342;24.04.2023 22:35:59.448;13,5432129;
24.04.2023 22:35:59.480;0,3932691;24.04.2023 22:35:59.512;13,5432129;
24.04.2023 22:35:59.544;0,394178;24.04.2023 22:35:59.576;13,5432129;
24.04.2023 22:35:59.608;0,3946214;24.04.2023 22:35:59.640;13,5432129;
24.04.2023 22:35:59.672;0,395147;24.04.2023 22:35:59.704;13,5432129;
24.04.2023 22:35:59.736;0,395608;24.04.2023 22:35:59.768;13,5432129;
24.04.2023 22:35:59.801;0,396398;24.04.2023 22:35:59.832;13,5432129;
24.04.2023 22:35:59.864;0,3970373;24.04.2023 22:35:59.896;13,5432129;
24.04.2023 22:35:59.928;0,3975285;24.04.2023 22:35:59.960;13,5314941;
24.04.2023 22:35:59.992;0,3981003;24.04.2023 22:36:00.024;13,5314941;
24.04.2023 22:36:00.056;0,3986633;24.04.2023 22:36:00.088;13,5314941;
24.04.2023 22:36:00.120;0,3991577;24.04.2023 22:36:00.152;13,5314941;
24.04.2023 22:36:00.184;0,3999335;24.04.2023 22:36:00.216;13,5314941;
24.04.2023 22:36:00.247;0,4006518;24.04.2023 22:36:00.279;13,5314941;
24.04.2023 22:36:00.311;0,4010273;24.04.2023 22:36:00.344;13,5314941;
24.04.2023 22:36:00.375;0,401463;24.04.2023 22:36:00.407;13,5314941;
24.04.2023 22:36:00.439;0,402179;24.04.2023 22:36:00.471;13,5314941;
24.04.2023 22:36:00.503;0,4026414;24.04.2023 22:36:00.535;13,5314941;
24.04.2023 22:36:00.567;0,403243;24.04.2023 22:36:00.600;13,5314941;
24.04.2023 22:36:00.631;0,4036716;24.04.2023 22:36:00.663;13,5314941;
24.04.2023 22:36:00.695;0,4041503;24.04.2023 22:36:00.727;13,5314941;
24.04.2023 22:36:00.759;0,4048109;24.04.2023 22:36:00.791;13,5314941;
24.04.2023 22:36:00.823;0,4053806;24.04.2023 22:36:00.855;13,5314941;
24.04.2023 22:36:00.887;0,4058194;24.04.2023 22:36:00.919;13,5314941;
24.04.2023 22:36:00.951;0,406144;24.04.2023 22:36:00.982;13,5314941;
24.04.2023 22:36:01.014;0,4065116;24.04.2023 22:36:01.046;13,5314941;
24.04.2023 22:36:01.077;0,4068642;24.04.2023 22:36:01.110;13,5314941;
24.04.2023 22:36:01.144;0,4072011;24.04.2023 22:36:01.174;13,5314941;
24.04.2023 22:36:01.206;0,4074558;24.04.2023 22:36:01.238;13,5314941;
24.04.2023 22:36:01.269;0,4076454;24.04.2023 22:36:01.303;13,5314941;
24.04.2023 22:36:01.335;0,4077908;24.04.2023 22:36:01.368;13,5314941;
24.04.2023 22:36:01.399;0,4079254;24.04.2023 22:36:01.431;13,5314941;
24.04.2023 22:36:01.463;0,4079968;24.04.2023 22:36:01.495;13,5314941;
24.04.2023 22:36:01.527;0,4079866;24.04.2023 22:36:01.559;13,5314941;
24.04.2023 22:36:01.591;0,4079134;24.04.2023 22:36:01.623;13,5314941;
24.04.2023 22:36:01.655;0,4077681;24.04.2023 22:36:01.687;13,5314941;
24.04.2023 22:36:01.719;0,4077545;24.04.2023 22:36:01.751;13,5314941;
24.04.2023 22:36:01.783;0,4077505;24.04.2023 22:36:01.815;13,5314941;
24.04.2023 22:36:01.847;0,4077241;24.04.2023 22:36:01.879;13,5314941;
24.04.2023 22:36:01.911;0,407709;24.04.2023 22:36:01.943;13,5200195;
24.04.2023 22:36:01.975;0,4077517;24.04.2023 22:36:02.007;13,5200195;
24.04.2023 22:36:02.039;0,4078675;24.04.2023 22:36:02.071;13,5200195;
24.04.2023 22:36:02.103;0,4080766;24.04.2023 22:36:02.135;13,5200195;
24.04.2023 22:36:02.167;0,4083471;24.04.2023 22:36:02.199;13,5200195;
24.04.2023 22:36:02.231;0,4086282;24.04.2023 22:36:02.263;13,5200195;
24.04.2023 22:36:02.294;0,408966;24.04.2023 22:36:02.327;13,5200195;
24.04.2023 22:36:02.359;0,4093649;24.04.2023 22:36:02.391;13,5200195;
24.04.2023 22:36:02.422;0,4100284;24.04.2023 22:36:02.454;13,5200195;
24.04.2023 22:36:02.486;0,4105214;24.04.2023 22:36:02.518;13,5200195;
24.04.2023 22:36:02.554;0,411447;24.04.2023 22:36:02.582;13,5200195;
24.04.2023 22:36:02.614;0,4118263;24.04.2023 22:36:02.646;13,5200195;
24.04.2023 22:36:02.678;0,4124672;24.04.2023 22:36:02.710;13,5200195;
24.04.2023 22:36:02.742;0,4133165;24.04.2023 22:36:02.774;13,5200195;
24.04.2023 22:36:02.806;0,4141611;24.04.2023 22:36:02.838;13,5200195;
24.04.2023 22:36:02.870;0,4145442;24.04.2023 22:36:02.902;13,5200195;
24.04.2023 22:36:02.934;0,4149868;24.04.2023 22:36:02.966;13,5087891;
24.04.2023 22:36:03.001;0,4157373;24.04.2023 22:36:03.030;13,5087891;
24.04.2023 22:36:03.062;0,4161637;24.04.2023 22:36:03.094;13,5087891;
24.04.2023 22:36:03.126;0,4166534;24.04.2023 22:36:03.158;13,5087891;
24.04.2023 22:36:03.190;0,4171434;24.04.2023 22:36:03.222;13,5087891;
24.04.2023 22:36:03.254;0,4176333;24.04.2023 22:36:03.286;13,5087891;
24.04.2023 22:36:03.318;0,4181129;24.04.2023 22:36:03.350;13,5087891;
24.04.2023 22:36:03.382;0,4186306;24.04.2023 22:36:03.415;13,5087891;
24.04.2023 22:36:03.446;0,4192987;24.04.2023 22:36:03.478;13,5087891;
24.04.2023 22:36:03.509;0,4197275;24.04.2023 22:36:03.541;13,5087891;
24.04.2023 22:36:03.574;0,4202479;24.04.2023 22:36:03.606;13,5087891;
24.04.2023 22:36:03.637;0,4208263;24.04.2023 22:36:03.669;13,5087891;
24.04.2023 22:36:03.701;0,4215432;24.04.2023 22:36:03.733;13,5087891;
24.04.2023 22:36:03.767;0,4221641;24.04.2023 22:36:03.798;13,5087891;
24.04.2023 22:36:03.830;0,4226204;24.04.2023 22:36:03.861;13,5087891;
24.04.2023 22:36:03.893;0,4233894;24.04.2023 22:36:03.926;13,5200195;
24.04.2023 22:36:03.958;0,4239132;24.04.2023 22:36:03.990;13,5200195;
24.04.2023 22:36:04.021;0,4243745;24.04.2023 22:36:04.053;13,5200195;
24.04.2023 22:36:04.085;0,4250635;24.04.2023 22:36:04.117;13,5200195;
24.04.2023 22:36:04.149;0,4257528;24.04.2023 22:36:04.181;13,5200195;
24.04.2023 22:36:04.213;0,4261902;24.04.2023 22:36:04.245;13,5200195;
24.04.2023 22:36:04.277;0,4267253;24.04.2023 22:36:04.309;13,5200195;
24.04.2023 22:36:04.341;0,4271875;24.04.2023 22:36:04.373;13,5200195;
24.04.2023 22:36:04.405;0,4278823;24.04.2023 22:36:04.437;13,5200195;
24.04.2023 22:36:04.469;0,4283135;24.04.2023 22:36:04.501;13,5200195;
24.04.2023 22:36:04.533;0,4286966;24.04.2023 22:36:04.565;13,5200195;
24.04.2023 22:36:04.602;0,4291729;24.04.2023 22:36:04.629;13,5200195;
24.04.2023 22:36:04.661;0,4295588;24.04.2023 22:36:04.693;13,5200195;
24.04.2023 22:36:04.725;0,4300616;24.04.2023 22:36:04.758;13,5200195;
24.04.2023 22:36:04.789;0,4304421;24.04.2023 22:36:04.820;13,5200195;
24.04.2023 22:36:04.852;0,4308001;24.04.2023 22:36:04.885;13,5200195;
24.04.2023 22:36:04.916;0,431107;24.04.2023 22:36:04.949;13,4970703;
24.04.2023 22:36:04.980;0,4314499;24.04.2023 22:36:05.012;13,4970703;
24.04.2023 22:36:05.044;0,4317951;24.04.2023 22:36:05.076;13,4970703;
24.04.2023 22:36:05.108;0,4320681;24.04.2023 22:36:05.140;13,4970703;
24.04.2023 22:36:05.173;0,4322811;24.04.2023 22:36:05.205;13,4970703;
24.04.2023 22:36:05.237;0,4324958;24.04.2023 22:36:05.268;13,4970703;
24.04.2023 22:36:05.300;0,4326976;24.04.2023 22:36:05.332;13,4970703;
24.04.2023 22:36:05.365;0,4328889;24.04.2023 22:36:05.408;13,4970703;
24.04.2023 22:36:05.428;0,4329959;24.04.2023 22:36:05.460;13,4970703;
24.04.2023 22:36:05.492;0,4331172;24.04.2023 22:36:05.524;13,4970703;
24.04.2023 22:36:05.556;0,4332672;24.04.2023 22:36:05.588;13,4970703;
24.04.2023 22:36:05.620;0,4334812;24.04.2023 22:36:05.652;13,4970703;
24.04.2023 22:36:05.684;0,4337318;24.04.2023 22:36:05.716;13,4970703;
24.04.2023 22:36:05.748;0,4340549;24.04.2023 22:36:05.780;13,4970703;
24.04.2023 22:36:05.821;0,4344499;24.04.2023 22:36:05.844;13,4970703;
24.04.2023 22:36:05.876;0,4347373;24.04.2023 22:36:05.908;13,4970703;
24.04.2023 22:36:05.940;0,4350952;24.04.2023 22:36:05.972;13,5087891;
24.04.2023 22:36:06.004;0,4355655;24.04.2023 22:36:06.036;13,5087891;
24.04.2023 22:36:06.067;0,4360461;24.04.2023 22:36:06.099;13,5087891;
24.04.2023 22:36:06.131;0,4365231;24.04.2023 22:36:06.164;13,5087891;
24.04.2023 22:36:06.195;0,436905;24.04.2023 22:36:06.228;13,5087891;
24.04.2023 22:36:06.259;0,4372922;24.04.2023 22:36:06.291;13,5087891;
24.04.2023 22:36:06.323;0,4376826;24.04.2023 22:36:06.355;13,5087891;
24.04.2023 22:36:06.388;0,4381727;24.04.2023 22:36:06.419;13,5087891;
24.04.2023 22:36:06.451;0,4385885;24.04.2023 22:36:06.484;13,5087891;
24.04.2023 22:36:06.516;0,4391131;24.04.2023 22:36:06.554;13,5087891;
24.04.2023 22:36:06.579;0,4397826;24.04.2023 22:36:06.611;13,5087891;
24.04.2023 22:36:06.643;0,440327;24.04.2023 22:36:06.675;13,5087891;
24.04.2023 22:36:06.707;0,4409598;24.04.2023 22:36:06.739;13,5087891;
24.04.2023 22:36:06.771;0,4414828;24.04.2023 22:36:06.803;13,5087891;
24.04.2023 22:36:06.835;0,4422221;24.04.2023 22:36:06.867;13,5087891;
24.04.2023 22:36:06.899;0,4427808;24.04.2023 22:36:06.931;13,4970703;
24.04.2023 22:36:06.963;0,4432669;24.04.2023 22:36:06.995;13,4970703;
24.04.2023 22:36:07.027;0,443996;24.04.2023 22:36:07.059;13,4970703;
24.04.2023 22:36:07.091;0,4443328;24.04.2023 22:36:07.122;13,4970703;
24.04.2023 22:36:07.154;0,4446735;24.04.2023 22:36:07.186;13,4970703;
24.04.2023 22:36:07.218;0,4450993;24.04.2023 22:36:07.250;13,4970703;
24.04.2023 22:36:07.282;0,4455996;24.04.2023 22:36:07.314;13,4970703;
24.04.2023 22:36:07.346;0,4460954;24.04.2023 22:36:07.378;13,4970703;
24.04.2023 22:36:07.410;0,4465888;24.04.2023 22:36:07.442;13,4970703;
24.04.2023 22:36:07.474;0,4469786;24.04.2023 22:36:07.506;13,4970703;
24.04.2023 22:36:07.538;0,4474173;24.04.2023 22:36:07.570;13,4970703;
24.04.2023 22:36:07.602;0,4480041;24.04.2023 22:36:07.634;13,4970703;
24.04.2023 22:36:07.666;0,4485108;24.04.2023 22:36:07.698;13,4970703;
24.04.2023 22:36:07.730;0,4489413;24.04.2023 22:36:07.762;13,4970703;
24.04.2023 22:36:07.794;0,4493604;24.04.2023 22:36:07.826;13,4970703;
24.04.2023 22:36:07.858;0,4497917;24.04.2023 22:36:07.890;13,4970703;
24.04.2023 22:36:07.922;0,4502405;24.04.2023 22:36:07.954;13,486084;
24.04.2023 22:36:07.986;0,4505638;24.04.2023 22:36:08.018;13,486084;
24.04.2023 22:36:08.050;0,4508669;24.04.2023 22:36:08.082;13,486084;
24.04.2023 22:36:08.114;0,4510875;24.04.2023 22:36:08.145;13,486084;
24.04.2023 22:36:08.177;0,4512836;24.04.2023 22:36:08.209;13,486084;
24.04.2023 22:36:08.242;0,4515159;24.04.2023 22:36:08.273;13,486084;
24.04.2023 22:36:08.305;0,451748;24.04.2023 22:36:08.337;13,486084;
24.04.2023 22:36:08.369;0,4519252;24.04.2023 22:36:08.401;13,486084;
24.04.2023 22:36:08.433;0,4520572;24.04.2023 22:36:08.465;13,486084;
24.04.2023 22:36:08.497;0,4522178;24.04.2023 22:36:08.529;13,486084;
